Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Топориков,Сергей,муж,36,185,Калининград,конструктор,80000,нет
Топчеева,Анна,жен,37,165,Ачинск,конструктор,60000,да
Торбаева,Диана,жен,53,182,Санкт-Петербург,конструктор,150000,да
Торгашов,Сергей,муж,32,173,Ачинск,руководитель группы,20000,да
Тормышева,Мария,жен,52,155,Рязань,бухгалтер,200000,нет
Торобкова,Ольга,жен,41,163,Рязань,руководитель группы,200000,нет
Торопченкова,Евгения,жен,22,162,Омск,руководитель группы,900000,нет
Торпашов,Андрей,муж,32,172,Уфа,кондитер,500000,нет
Торчинов,Антон,муж,29,183,Омск,директор предприятия,20000,нет
Тоскаев,Максим,муж,23,181,Москва,кондитер,70000,да
Тошина,Марина,жен,20,165,Уфа,учитель,20000,нет
Травинкина,Евгения,жен,39,173,Мурманск,руководитель группы,250000,нет
Тразахина,Марина,жен,22,158,Мурманск,бухгалтер,35000,да
Трахов,Пётр,муж,31,172,Москва,руководитель группы,300000,да
Требулев,Андрей,муж,56,159,Калининград,конструктор,350000,нет
Тренда,Марина,жен,40,184,Москва,ведущий инженер,90000,да
Тренина,Ольга,жен,22,161,Рязань,ведущий инженер,900000,нет
Трескунов,Михаил,муж,35,188,Мурманск,ведущий инженер,200000,да
Трехалова,Анна,жен,55,169,Мурманск,ведущий инженер,150000,да
Трибуналов,Михаил,муж,32,161,Москва,бухгалтер,80000,нет
Триемечистов,Василий,муж,51,185,Москва,инженер,70000,нет
Трипунова,Ольга,жен,38,171,Уфа,кондитер,70000,нет
Триус-огнивцев,Михаил,муж,36,166,Ачинск,учитель,600000,да
Триханова,Диана,жен,37,187,Ачинск,руководитель группы,80000,да
Тришкина,Диана,жен,53,172,Казань,директор предприятия,350000,да
Трожкова,Ольга,жен,19,175,Рязань,директор предприятия,700000,да
Тройков,Пётр,муж,34,181,Рязань,бухгалтер,600000,да
Тронова,Марина,жен,43,164,Калининград,инженер,200000,нет
Тропорева,Анна,жен,38,178,Санкт-Петербург,конструктор,150000,нет
Трофименцев,Сергей,муж,38,189,Москва,директор предприятия,600000,нет
Трубачев,Василий,муж,34,186,Омск,бухгалтер,400000,да
Трубечкова,Диана,жен,29,155,Ачинск,учитель,700000,нет
Трубчикова,Ольга,жен,44,176,Мурманск,инженер,500000,нет
Трудолюбов,Андрей,муж,59,169,Ачинск,ведущий инженер,100000,да
Трунякова,Дарья,жен,30,177,Казань,ведущий инженер,600000,нет
Трусова,Кристина,жен,39,183,Москва,директор предприятия,20000,да
Трусовцева,Евгения,жен,48,181,Омск,инженер,90000,нет
Труша,Евгения,жен,58,185,Уфа,ведущий инженер,700000,да
Трушков,Максим,муж,40,157,Рязань,директор предприятия,45000,нет
Трыкова,Ольга,жен,58,160,Владимир,конструктор,250000,да
Трясенкова,Юлия,жен,58,162,Мурманск,руководитель группы,800000,да
Туболова,Ольга,жен,32,170,Омск,руководитель группы,80000,да
Тугузова,Мария,жен,29,186,Калининград,ведущий инженер,25000,да
Тужилков,Василий,муж,49,177,Ачинск,конструктор,250000,нет
Туйгунова,Диана,жен,55,180,Калининград,ведущий инженер,600000,нет
Тулегенова,Мария,жен,57,187,Калининград,директор предприятия,300000,нет
Туликов,Антон,муж,24,185,Рязань,руководитель группы,700000,нет
Тумарев,Пётр,муж,54,174,Москва,конструктор,60000,нет
Тумашова,Евгения,жен,45,168,Москва,учитель,800000,нет
Тумурова,Дарья,жен,32,165,Ачинск,кондитер,500000,нет
Тунгусов,Михаил,муж,49,185,Москва,кондитер,400000,да
Туницына,Кристина,жен,59,181,Калининград,ведущий инженер,100000,да
